product_cat,name,pa_brand,,sku,short description,pa_width,pa_profile,pa_rim-size,pa_speed,,image,stock,price,pa_tread-pattern,description,pa_extraload,pa_runflat,pa_tyreclass,pa_rrc-grade,pa_wetgrip,pa_wetgrip-grade,pa_noisedb,pa_bar-rating
tyres,Micheldever - Halifax,CONTINENTAL,3546570000,2854519XCOUHPVSS,285/45R19 CON UHP 111V XL SSR*,285,45,19,V,111,COUHP,3,177.23,CCC UHP,CAR TYRES  4 WHEEL DRIVE TYRES,Y,Y,C1,F,0,C,76,3
tyres,Micheldever - Halifax,CONTINENTAL,3546830000,2356517XCO4X4XN1,235/65R17 CONT 4X4 108V XL N1,235,65,17,V,108,CO4X4,6,93.75,4X4 CON,CAR TYRES  4 WHEEL DRIVE TYRES,Y,N,C1,E,0,C,73,3
tyres,Micheldever - Halifax,CONTINENTAL,3545200000,2157516XCO4X4XL,215/75R16 CONT 4X4 CON 107H XL,215,75,16,H,107,CO4X4,50,69.4,4X4 CON,CAR TYRES  4 WHEEL DRIVE TYRES,Y,N,C1,E,0,C,73,3
tyres,Micheldever - Halifax,CONTINENTAL,3545730000,2355519XCOUHPXL,235/55R19 CONT CRC UHP 105V XL,235,55,19,V,105,COUHP,12,125.95,CCC UHP,CAR TYRES  4 WHEEL DRIVE TYRES,Y,N,C1,E,0,C,74,3
tyres,Micheldever - Halifax,CONTINENTAL,3545860000,2356018XCOUHPXL,235/60R18 CONT CRC UHP 107V XL,235,60,18,V,107,COUHP,1,116.35,CCC UHP,CAR TYRES  4 WHEEL DRIVE TYRES,Y,N,C1,E,0,C,74,3
tyres,Micheldever - Halifax,CONTINENTAL,15480070000,2555518XCO4X4VM0,255/55R18 CONT 4X4 CON 105V MO,255,55,18,V,105,CO4X4,2,110.22,4X4 CON,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,C1,E,0,C,73,3
tyres,Micheldever - Halifax,CONTINENTAL,3546000000,2555019XCOUHPWM0,255/50R19 CONT CRC UHP 103W MO,255,50,19,W,103,COUHP,14,129.95,CCC UHP,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,C1,E,0,C,73,3
tyres,Micheldever - Halifax,CONTINENTAL,3545570000,2954519XCOUHPYM0,295/45R19 CONT CRC UHP 109Y MO,295,45,19,Y,109,COUHP,1,166.87,CCC UHP,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,C1,F,0,A,75,3
tyres,Micheldever - Halifax,CONTINENTAL,3545960000,2854519XCOUHPWM0,285/45R19 CONT CRC UHP 107W MO,285,45,19,W,107,COUHP,10,149.1,CCC UHP,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,C1,E,0,C,75,3
tyres,Micheldever - Halifax,CONTINENTAL,3546950000,2555518XCOUHPWM0,255/55R18 CONT CRC UHP 105W MO,255,55,18,W,105,COUHP,13,110.84,CCC UHP,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,C1,F,0,B,73,3
tyres,Micheldever - Halifax,YOKOHAMA,F0473,2355017ZYOV103,235/50R17 YOKO AD SP V103 100W,235,50,17,W,100,V103,0,118.26,V103,CAR TYRES  17 INCH RIM,N,N,C1,E,0,A,71,2
tyres,Micheldever - Halifax,AVON,2283013,1009018VAVAM26,100/90-18 AV AM26 RRIDER 56V U,100,90,18,V,56,AM26,4,48,AM26,MOTORCYCLE TYRES  18 INCH RIM,N,N,,,0,,0,0
tyres,Micheldever - Halifax,TOYO,1506020,1957015R8TOYOH08,195/70R15 TOYO H08 104/102S,195,70,15,S,104/102,H08,14,53.5,H08,LIGHT TRUCK TYRES  15 INCH RIM,N,N,C2,F,0,E,74,3
tyres,Micheldever - Halifax,LEAGUE,,A18509835LG162,7.5X18 LG162 5-098 ET35,,,,,,,0,0,,WHEELS & RIMS  CAR ALLOY WHEELS,N,N,,,0,,0,0
tyres,Micheldever - Halifax,DUNLOP,511711,2454020ZDUSP01A,245/40ZR20 DLOP SP01A 95Y*,245,40,20,Y,95,SPT01,0,134.18,SPT01,CAR TYRES  19 INCH RIM,N,N,C1,E,0,C,68,1
tyres,Micheldever - Halifax,MICHELIN,57230,27521MMITCOMP,2.75-21 MICH TRIAL COMP (F)TT,275,,21,,,TRIALCOMP,12,37.79,TRAIL COMP,MOTORCYCLE TYRES  21 INCH RIM & ABOVE,N,N,,,0,,0,0
tyres,Micheldever - Halifax,MICHELIN,57226,40018MMITCOMP,400-18 MI TRAIL COMP 64L TT(R),400,80,18,L,64,,0,39,TRAIL COMP,MOTORCYCLE TYRES  MOTORCYCLE OFF ROAD,N,N,,,0,,0,0
tyres,Micheldever - Halifax,MICHELIN,369423,1206017ZMIPIROD2,120/60R17 MICH PILROAD2 55W(F),120,60,17,W,55,PR2,0,57.66,PRD2,MOTORCYCLE TYRES  17 INCH RIM,N,N,,,0,,0,0
tyres,Micheldever - Halifax,MICHELIN,46335,1107017ZMIPIROD2,110/70R17 MICH PILROAD2 54W (F,110,70,17,W,54,PR2,1,57.66,PRD2,MOTORCYCLE TYRES  17 INCH RIM,N,N,,,0,,0,0
tyres,Micheldever - Halifax,MICHELIN,405043,1207017ZMIPIROD2,120/70R17 MICH PILROAD2 58W(F),120,70,17,W,58,PR2,50,62.45,PRD2,MOTORCYCLE TYRES  17 INCH RIM,N,N,,,0,,0,0
