product_cat,name,pa_brand,,sku,short description,pa_width,pa_profile,pa_rim-size,pa_speed,,image,stock,price,pa_tread-pattern,description,pa_extraload,pa_runflat,pa_tyreclass,pa_rrc-grade,pa_wetgrip,pa_wetgrip-grade,pa_noisedb,pa_bar-rating
tyres,Micheldever - Halifax,UNKNOWN,,S155100STEEL,6.0 X 15 5-100 STEEL WHEEL,,,,,,,0,0,,WHEELS & RIMS  STEEL WHEELS,N,N,,,0,,0,0
tyres,Micheldever - Halifax,GOODYEAR,529594,1657014TGOUG8,165/70R14 GDYR UG8 81T WINTER,165,70,15,T,81,UG8,0,39.29,UG8,CAR TYRES  WINTER CAR,N,N,C1,E,0,E,68,1
tyres,Micheldever - Halifax,BU,,1457013R6BUSTARC,145/70R13 STARCO ST3000 54M,145,70,13,M,54,ST3000,0,29.42,ST3000,LIGHT TRUCK TYRES  13 INCH RIM,N,N,,,0,,0,0
tyres,Micheldever - Halifax,BU,,1957015R8BULT377,195/70R15 FULLWAY LT377 104S,195,70,15,S,104,LT377,0,31.95,LT377,LIGHT TRUCK TYRES  15 INCH RIM,N,N,,,0,,0,0
tyres,Micheldever - Halifax,TOYO,2320215,2054517VTOPXCF2,205/45R17 TOYO CF2 88V,205,45,17,V,88,PXCF2,12,75.95,PXCF2,CAR TYRES  17 INCH RIM,N,N,C1,C,0,B,70,2
tyres,Micheldever - Halifax,UNIROYAL,3623130000,1955515VUNRNSPT3,195/55R15 UNI RAINSPORT3 85V,195,55,15,V,85,RAINSPT3,15,47.51,RAINSPT3,CAR TYRES  15 INCH RIM,N,N,C1,C,0,A,71,2
tyres,Micheldever - Halifax,KUMHO,2135333,1556015TBUKUKW23,155/60R15 KUMHO KW23 74T WIN,155,60,15,T,74,KW23,0,32.95,KW23,CAR TYRES  WINTER CAR,N,N,C1,E,0,C,69,2
tyres,Micheldever - Halifax,PIRELLI,2371200,2454020ZPISOTTOZ,245/40R20 PIR SOTTOZERO 99W XL,245,40,20,W,99,SOTTOZERO,0,234.38,SOTTOZERO,CAR TYRES  WINTER CAR,Y,N,C1,E,0,B,72,2
tyres,Micheldever - Halifax,DUNLOP,532089,1955015HDUWINRES,195/50R15 DLOP WINT RESP2 82H,195,50,15,H,82,WINRESPONSE,0,55.49,WINRESPONSE,CAR TYRES  WINTER CAR,N,N,C1,E,0,B,67,1
tyres,Micheldever - Halifax,VREDESTEIN,,2156017XVRWIN4EX,215/60R17 VRED WIN 4 EXT 96H,215,60,17,H,96,WINTRAC4EXTR,0,120.47,WINTRAC4EXTREME,CAR TYRES  WINTER 4X4,N,N,C1,C,0,C,71,2
tyres,Micheldever - Halifax,MICHELIN,,12436RMIAGRIBIB,12.4R36 MICH AGIBIB 124A8/121B,12.4,,36,,121B,,0,0,AGRIBI,AGRICULTURAL TYRES  TRACTOR REAR,N,N,,,0,,0,0
tyres,Micheldever - Halifax,BUDGET,,29580225BANBD08S,295/80R22.5 BANVULC BD08 RM S,295,80,225,,,,0,0,,HEAVY TRUCK TYRES  HEAVY TRUCK REMOULDS,N,N,NA,,0,,0,0
tyres,Micheldever - Halifax,UK PARTS ALLIANCE,,B36117842136,GENUINE BMW WHEEL,,,,,,,0,0,,WHEELS & RIMS  CAR ALLOY WHEELS,N,N,,,0,,0,0
tyres,Micheldever - Halifax,MICHELIN,701644,2154518VMIALPIN4,215/45R18 MICH ALPIN PA4 93VXL,215,45,18,V,93,ALPIN,0,136.94,ALPIN,CAR TYRES  WINTER CAR,Y,N,C1,E,0,C,70,2
tyres,Micheldever - Halifax,BUDGET,,2157516R8BUMARSH,215/75R16 MARSHALL 857 113R,215,75,16,R,111/113,,0,46.87,857,LIGHT TRUCK TYRES  16 INCH RIM,N,N,,,0,,0,0
tyres,Micheldever - Halifax,AVALINI WHEELS,,A17510843PANIK,7X17 5-108 ET 43 PANIK,,,,,,,0,0,,WHEELS & RIMS  CAR ALLOY WHEELS,N,N,,,0,,0,0
tyres,Micheldever - Halifax,AVALINI WHEELS,,A18510845DRM,8X18 5-108 ET 45 DRUM,,,,,,,0,0,,WHEELS & RIMS  CAR ALLOY WHEELS,N,N,,,0,,0,0
tyres,Micheldever - Halifax,UNIROYAL,3623350000,1955516VUNRAINSP,195/55R16 UNI RAINSPORT 3 87V,195,55,16,V,87,RAINSPT3,0,56.3,RAINSPT3,CAR TYRES  16 Inch Rim,N,N,C1,C,0,A,71,2
tyres,Micheldever - Halifax,DUNLOP,529396,2553019ZDUMAXXRT,255/30R19 DLOP SPTMXXRT 91Y XL,255,30,19,Y,91,SPTMAXX,3,148.13,SPMAXX,CAR TYRES  19 INCH RIM,Y,N,C1,C,0,A,68,1
tyres,Micheldever - Halifax,BU,,2156016R8BUROCKS,215/60R16 ROCKSTNE S110 103R,215,60,16,R,103/101,S110,0,40.58,S110,LIGHT TRUCK TYRES  16 INCH RIM,N,N,NA,,0,,0,0
